ID_EINSITZ_NEW,ID_PERSON_NEW,ID_PERSON,RAT,DATUM_EINTRITT_TAG,DATUM_EINTRITT_MONAT,DATUM_EINTRITT_JAHR,DATUM_AUSTRITT_TAG,DATUM_AUSTRITT_MONAT,DATUM_AUSTRITT_JAHR,WAHLKREIS,QUELLEN,BEMERKUNGEN
14512_EINSITZ_2,14512,Ernst_Jakob___,Grosser Rat,31,5,1858,20,8,1861,06. Wahlkreis Neumünster,StAZH MM 24.33 KRP 1861/0065 (Austritt),Abgelöst von Roth, Hans
14513_EINSITZ_2,14513,Ernst_Jakob___,Grosser Rat,18,5,1842,30,3,1848,37. Wahlkreis Oberwinterthur,StAZH MM 24.29 KRP 1848/0049 (Entlassung),Abgelöst von Steiner, Karl Eduard
14513_EINSITZ_1,14513,Ernst_Jakob___,Grosser Rat,19,9,1839,17,5,1842,36. Wahlkreis Oberwinterthur,,
14543_EINSITZ_1,14543,Zimmermann_Hans_Jakob_1751__,Grosser Rat,23,4,1803,5,10,1824,Zunft Rifferswil,StAZH MM 1.89 RRB 1824/0856 (Zunftwahl nach Rücktritt),"Abgelöst von Bickel, Heinrich
Genaues Austrittsdatum vor 05.10.1824?"
14557_EINSITZ_1,14557,Pünter_Caspar___,Grosser Rat,19,9,1839,19,5,1840,14. Wahlkreis Stäfa,StAZH MM 2.57 RRB 1840/0854 (Hinschied, Wahl Nachfolger),Abgelöst von Kunz, Caspar
14579_EINSITZ_1,14579,Meier_Jakob_Hermann_1844__,Kantonsrat,12,6,1878,26,5,1890,06. Wahlkreis Neumünster,,
14581_EINSITZ_2,14581,Bleuler_Konrad_1847_02_20,Regierungsrat,15,5,1893,28,5,1911,Kanton Zürich,"StAZH MM 24.43 KRP 1893/0106 (Amtsgelübde)
StAZH MM 24.48 KRP 1911/086/0548 (Verabschiedung)",
14581_EINSITZ_3,14581,Bleuler_Konrad_1847_02_20,Kantonsrat,29,5,1911,24,5,1914,05.  Wahlkreis  Neumünster,,
14581_EINSITZ_4,14581,Bleuler_Konrad_1847_02_20,Kantonsrat,25,5,1914,22,7,1917,08.  Wahlkreis  Zürich-Riesbach,,
14581_EINSITZ_1,14581,Bleuler_Konrad_1847_02_20,Kantonsrat,9,6,1884,14,5,1893,06. Wahlkreis Neumünster,,
14583_EINSITZ_1,14583,Duttweiler_Heinrich_1848_03_23,Kantonsrat,20,8,1888,14,9,1891,06. Wahlkreis Neumünster,"StAZH MM 24.41 KRP 1888/0097 (Amtsgelübde) 
StAZH MM 24.42 KRP 1891/0181 (Rücktritt)","Nachfolger von Rüegg-Rinderknecht, Heinrich
Abgelöst von Müller, Gottfried"
14589_EINSITZ_4,14589,Frick_Johannes_1828_10_08,Regierungsrat,12,6,1878,28,2,1879,Kanton Zürich,"StAZH MM 24.38 KRP 1878/0161 (Konstituierung Regierungsrat)
StAZH MM 24.38 KRP 1878/0150 (Amtsgelübde)
StAZH MM 24.38 KRP 1879/0124 (Austritt)",1878-1879 Direktion Sanitäts- und Gefängniswesen
14589_EINSITZ_1,14589,Frick_Johannes_1828_10_08,Grosser Rat,26,5,1862,13,6,1869,32. Wahlkreis Illnau,,
14589_EINSITZ_5,14589,Frick_Johannes_1828_10_08,Kantonsrat,23,5,1881,24,7,1885,05. Wahlkreis Wipkingen,StAZH MM 24.40 KRP 1885/0115 (Hinschied),
14589_EINSITZ_2,14589,Frick_Johannes_1828_10_08,Kantonsrat,14,6,1869,16,6,1872,32. Wahlkreis Illnau,,
14589_EINSITZ_3,14589,Frick_Johannes_1828_10_08,Kantonsrat,17,6,1872,11,6,1878,31. Wahlkreis Illnau,,
14591_EINSITZ_2,14591,Ganz_Karl_1808__,Grosser Rat,26,5,1862,13,6,1869,47. Wahlkreis Embrach,,
14591_EINSITZ_1,14591,Ganz_Karl_1808__,Grosser Rat,7,10,1851,30,5,1858,47. Wahlkreis Embrach,StAZH MM 24.30 KRP 1851/0110 (Beeidigung),Nachfolger von Unholz, David
14591_EINSITZ_4,14591,Ganz_Karl_1808__,Kantonsrat,23,5,1881,22,9,1884,46. Wahlkreis Embrach,StAZH MM 24.40 KRP 1884/0154 (Nachruf),Abgelöst von Bänninger, Konrad
14591_EINSITZ_3,14591,Ganz_Karl_1808__,Kantonsrat,14,6,1869,16,6,1872,47. Wahlkreis Embrach,,
14592_EINSITZ_1,14592,Schaufelberger_Johann_Jakob_1843__,Kantonsrat,9,6,1884,12,6,1885,28. Wahlkreis Bauma,StAZH MM 24.40 KRP 1885/0076 (Hinschied),Abgelöst von Bosshard, Johannes
14596_EINSITZ_4,14596,Hörni_Johann_Konrad_1847_02_14,Kantonsrat,23,7,1917,13,5,1923,16. Wahlkreis (Andelfingen),,
14596_EINSITZ_2,14596,Hörni_Johann_Konrad_1847_02_14,Kantonsrat,15,5,1893,24,5,1914,44.  Wahlkreis  Stammheim,,
14596_EINSITZ_1,14596,Hörni_Johann_Konrad_1847_02_14,Kantonsrat,21,12,1885,14,5,1893,42. Wahlkreis Stammheim,StAZH MM 24.40 KRP 1885/0202 (Amtsgelübde),Nachfolger von Arbenz, Konrad
14596_EINSITZ_3,14596,Hörni_Johann_Konrad_1847_02_14,Kantonsrat,25,5,1914,22,7,1917,47.  Wahlkreis  Stammheim,,
14598_EINSITZ_2,14598,Meier-Wäspi_Heinrich_1840__,Kantonsrat,15,5,1893,3,5,1896,06.  Wahlkreis  Birmensdorf-Dietikon,,
14598_EINSITZ_1,14598,Meier-Wäspi_Heinrich_1840__,Kantonsrat,15,2,1886,14,5,1893,02. Wahlkreis Wiedikon,StAZH MM 24.40 KRP 1886/0004 (Amtsgelübde),
14599_EINSITZ_1,14599,Lips_Albert_1851__,Kantonsrat,23,5,1881,2,12,1885,02. Wahlkreis Wiedikon,StAZH MM 24.40 KRP 1885/0197 (Rüktritt),
14603_EINSITZ_1,14603,Moos_Albert_1851__,Kantonsrat,15,11,1886,16,2,1891,30. Wahlkreis Russikon,"StAZH MM 24.40 KRP 1886/0061 (Amtsgelübde)
StAZH MM 24.42 KRP 1891/0047 (Austritt)",Abgelöst von Hottinger, Heinrich
14604_EINSITZ_1,14604,Paur_Salomon_1771__,Grosser Rat,30,11,1829,27,11,1830,Zunft Weggen,StAZH MM 24.6 KRP 1829/0044 (Beeidigung),Nachfolger von Hirzel, Johann Jakob
14647_EINSITZ_1,14647,Steinfels_Heinrich_1787__,Grosser Rat,24,9,1832,24,10,1834,Zunft Widder,StAZH MM 24.12 KRP 1832/0329 (Beeidigung),Nachfolger von Bluntschli, Hans Kaspar
14667_EINSITZ_1,14667,Nägeli_Heinrich_1824__,Kantonsrat,23,5,1887,14,5,1893,02. Wahlkreis Wiedikon,,
14669_EINSITZ_3,14669,Schnurrenberger_Johann_1830__,Kantonsrat,15,5,1893,7,5,1899,04.  Wahlkreis  Unterstrass,,
14669_EINSITZ_1,14669,Schnurrenberger_Johann_1830__,Kantonsrat,5,7,1875,11,6,1878,05. Wahlkreis Wipkingen,StAZH MM 24.37 KRP 1875/0102–StAZH MM 24.37 KRP 1875/0103 (Ersatzwahlen),
14669_EINSITZ_2,14669,Schnurrenberger_Johann_1830__,Kantonsrat,9,6,1884,14,5,1893,05. Wahlkreis Wipkingen,,
14670_EINSITZ_2,14670,Thomann_Heinrich_1823__,Kantonsrat,23,5,1887,14,5,1893,06. Wahlkreis Neumünster,,
14670_EINSITZ_3,14670,Thomann_Heinrich_1823__,Kantonsrat,15,5,1893,19,5,1902,19.  Wahlkreis  Küsnacht,,
14670_EINSITZ_1,14670,Thomann_Heinrich_1823__,Kantonsrat,17,11,1873,11,6,1878,06. Wahlkreis Neumünster,"StAZH MM 24.36 KRP 1873/0228 (Wahlbestätigung)
StAZH MM 24.36 KRP 1873/0229 (Amtsgelübde)",Nachfolger von Huguenin, Gustav
14673_EINSITZ_1,14673,Schenkel_Heinrich_1837__,Kantonsrat,23,5,1887,26,5,1890,24. Wahlkreis Wald,,
14674_EINSITZ_1,14674,Berchtold_Heinrich_1856__,Kantonsrat,20,8,1888,26,5,1890,26. Wahlkreis Uster,StAZH MM 24.41 KRP 1888/0129 (Amtsgelübde),Nachfolger von Keller, Salomon
14676_EINSITZ_1,14676,Dürsteler_Kaspar_1813__,Kantonsrat,19,6,1876,21,11,1887,18. Wahlkreis Grüningen,"StAZH MM 24.37 KRP 1876/0051 (Amtsgelübde)
StAZH MM 24.41 KRP 1887/0135 (Rücktritt)","Nachfolger von Scherer, Rudolf
Abgelöst von Dürsteler, Rudolf"
14677_EINSITZ_1,14677,Dürsteler_Rudolf_1848__,Kantonsrat,9,10,1888,14,5,1893,18. Wahlkreis Grüningen,StAZH MM 24.41 KRP 1888/0004 (Amtsgelübde),Nachfolger von Dürsteler, Kaspar
14677_EINSITZ_2,14677,Dürsteler_Rudolf_1848__,Kantonsrat,15,5,1893,3,5,1896,20.  Wahlkreis  Grüningen,,
14679_EINSITZ_1,14679,Hauser-Sträuli_Arnold_1846__,Kantonsrat,20,2,1888,14,5,1893,11. Wahlkreis Wädenswil,StAZH MM 24.41 KRP 1888/0045 (Amtsgelübde),Nachfolger von Theophil Hauser.
14680_EINSITZ_1,14680,Ruckstuhl_Johann_Jakob_1845__,Kantonsrat,21,11,1887,14,5,1893,36. Wahlkreis Oberwinterthur,StAZH MM 24.41 KRP 1887/0139 (Amtsgelübde),Nachfolger von Jäggli, Gottfried
14680_EINSITZ_2,14680,Ruckstuhl_Johann_Jakob_1845__,Kantonsrat,15,5,1893,20,7,1908,38.  Wahlkreis  Oberwinterthur,,Abgelöst von Peter, Eduard.
14681_EINSITZ_1,14681,Peter_Johannes_1843__,Kantonsrat,29,3,1870,9,5,1887,06. Wahlkreis Neumünster,"StAZH MM 24.35 KRP 1870/0145 (Amtsgelübde)
StAZH MM 24.41 KRP 1887/0080 (Hinschied)","Nachfolger von Itschner, Johann Jakob
Abgelöst von - "
14683_EINSITZ_1,14683,Stapfer_Julius_1824__,Kantonsrat,14,6,1869,17,5,1888,12. Wahlkreis Horgen,StAZH MM 24.41 KRP 1888/0108 (Hinschied),Abgelöst von Schwarzenbach-Nägeli, Joh.
14686_EINSITZ_1,14686,Deringer_Konrad_1830__,Kantonsrat,13,1,1879,14,7,1888,42. Wahlkreis Stammheim,"StAZH MM 24.38 KRP 1879/0006 (Amtsgelübde)
StAZH MM 24.41 KRP 1888/0123 (Hinschied)","Nachfolger von Frei, Jakob
Abgelöst von Farner, Afred"
14687_EINSITZ_3,14687,Bünzli_Johannes_1853__,Kantonsrat,25,5,1914,22,7,1917,27.  Wahlkreis  Bäretswil,,
14687_EINSITZ_2,14687,Bünzli_Johannes_1853__,Kantonsrat,15,5,1893,24,5,1914,24.  Wahlkreis  Bäretswil,,
14687_EINSITZ_1,14687,Bünzli_Johannes_1853__,Kantonsrat,18,2,1889,14,5,1893,22. Wahlkreis Bäretswil,StAZH MM 24.41 KRP 1889/0041 (Amtsgelübde),Nachfolger von Gujer-Zeller, Adolf
14687_EINSITZ_4,14687,Bünzli_Johannes_1853__,Kantonsrat,23,7,1917,13,5,1923,10. Wahlkreis (Hinwil),,
14689_EINSITZ_1,14689,Ryffel_Heinrich_1831__,Kantonsrat,9,6,1884,23,7,1889,14. Wahlkreis Stäfa,StAZH MM 24.41 KRP 1889/0107 (Hinschied),Abgelöst von Stehli, Edwin
14694_EINSITZ_2,14694,Stehli_Adolf___,Kantonsrat,18,11,1889,26,5,1890,07. Wahlkreis Mettmenstetten,StAZH MM 24.41 KRP 1889/0128 (Amtsgelübde),Seine Wahl wurde nach Rekurs durch das Wahlbüro Ottenbach bestätigt.
14694_EINSITZ_1,14694,Stehli_Adolf___,Kantonsrat,19,11,1877,11,6,1878,07. Wahlkreis Mettmenstetten,StAZH MM 24.37 KRP 1877/0128 (Amtsgelübde),Nachfolger von Stehli, Rudolf
14696_EINSITZ_2,14696,Frey-Nägeli_Kaspar_Theodor_1842_11_19,Kantonsrat,8,5,1899,4,10,1909,01.  Wahlkreis  Zürich,,Abgelöst von Syz, John.
14696_EINSITZ_1,14696,Frey-Nägeli_Kaspar_Theodor_1842_11_19,Kantonsrat,13,4,1885,19,8,1889,01. Wahlkreis Zürich,StAZH MM 24.41 KRP 1889/0109 (Rücktritt),"Nachfolger von Nabholz, Johann.
Abgelöst von Usteri, Paul"
14697_EINSITZ_1,14697,Schoch-Wiedemann_Jakob_1833__,Kantonsrat,23,5,1881,27,1,1890,11. Wahlkreis Wädenswil,"StAZH MM 24.41 KRP 1890/0006 (Austritt)
StAZH MM 3.4 RRB 1890/0292 (Keine Ersatzwahl)",Abgelöst von -
14699_EINSITZ_1,14699,Hürlimann_Rudolf_1838__,Kantonsrat,12,6,1878,23,12,1889,19. Wahlkreis Bubikon,StAZH MM 24.41 KRP 1889/0159 (Hinschied),Abgelöst von Knecht, Ferdinand
14701_EINSITZ_2,14701,Knecht_Ferdinand_1842__,Kantonsrat,15,5,1893,28,5,1905,21.  Wahlkreis  Bubikon,,
14701_EINSITZ_1,14701,Knecht_Ferdinand_1842__,Kantonsrat,17,2,1890,14,5,1893,19. Wahlkreis Bubikon,StAZH MM 24.41 KRP 1890/0032 (Amtgelübde),Nachfolger von Hürlimann, Rudolf
14702_EINSITZ_1,14702,Höhn_Johann_1852__,Kantonsrat,23,5,1887,14,5,1893,11. Wahlkreis Wädenswil,,
14702_EINSITZ_2,14702,Höhn_Johann_1852__,Kantonsrat,15,5,1893,9,10,1899,13.  Wahlkreis  Wädenswil,,Abgelöst von Streuli, Gottlieb.
14704_EINSITZ_1,14704,Höhn_Johannes___,Kantonsrat,3,1,1878,22,5,1881,11. Wahlkreis Wädenswil,StAZH MM 24.37 KRP 1878/0004 (Amtsgelübde),Nachfolger von Baumann, Johannes
14710_EINSITZ_1,14710,Keller_Johann_Kaspar___,Kantonsrat,23,4,1872,13,6,1875,23. Wahlkreis Fischenthal,StAZH MM 24.35 KRP 1872/0145 (Amtsgelübde),Nachfolger von Keller, Johann Jakob (Nationalrat)
14713_EINSITZ_3,14713,Horner_Johannes_1772__,Grosser Rat,19,9,1839,17,5,1842,02. Wahlkreis Wiedikon,,
14713_EINSITZ_1,14713,Horner_Johannes_1772__,Grosser Rat,18,12,1830,15,2,1838,Zunft Wiedikon,,
14713_EINSITZ_2,14713,Horner_Johannes_1772__,Grosser Rat,20,3,1838,9,9,1839,02. Wahlkreis Wiedikon,,
14719_EINSITZ_1,14719,Wintsch_Hans_Heinrich_1804__,Grosser Rat,15,12,1834,15,2,1838,Zunft Weisslingen-Russikon,,
14731_EINSITZ_1,14731,Brunner_Rudolf_1803__,Grosser Rat,15,12,1834,15,2,1838,Zunft Egg,,
14736_EINSITZ_1,14736,Furrer_Johannes_1769__,Grosser Rat,17,12,1827,27,11,1830,Zunft Grüningen,StAZH MM 24.6 KRP 1827/0025 (Beeidigung),Nachfolger von Ulirch, Hans Jakob
14760_EINSITZ_1,14760,Huber_Hans_Heinrich___,Grosser Rat,19,9,1839,17,5,1842,08. Wahlkreis Hausen,,
14761_EINSITZ_1,14761,Meister_Johannes___,Grosser Rat,19,9,1839,25,2,1840,47. Wahlkreis Kloten-Bassersdorf,StAZH MM 24.22 KRP 1840/0009 (Entlassung),Abgelöst von Haug, Hans Ulrich
14767_EINSITZ_1,14767,Hirzel_Hans_Konrad_1793__,Grosser Rat,19,9,1839,17,5,1842,16. Wahlkreis Meilen,,
14768_EINSITZ_1,14768,Schönenberger_Eduard_1843_04_30,Kantonsrat,17,8,1874,11,6,1878,05. Wahlkreis Wipkingen,,
14783_EINSITZ_1,14783,Escher_(v._Glas)_Felix_1746_04_02,Grosser Rat,23,4,1803,17,1,1805,Zunft Waag,StAZH MM 1.12 RRB 1805/0377 (Hinschied),Abgelöst von Nüscheler, Hans Conrad
14790_EINSITZ_1,14790,Weber_Hans_Jakob_1759__,Grosser Rat,23,4,1803,18,5,1804,Zunft Hinwil,StAZH MM 1.12 RRB 1805/0377 (Austritt, abgesetzt),"Abgelöst von Hotz, Hans Heinrich
Durch Urteil des Malefizgerichts vom 18.05.1804 wegen Beteiligung am Bockenkrieg abgesetzt."
14792_EINSITZ_1,14792,Wolfensperger_Johannes_/_Hans_1767__,Grosser Rat,23,4,1803,7,7,1804,Zunft Bauma,StAZH MM 1.12 RRB 1805/0377 (Austritt, Absetzung),"Abgelöst von Kündig, Heinrich
Durch Urteil des Obergerichts vom 07.07.1804 abgesetzt wegen Beteiligung am Bockenkrieg."
14793_EINSITZ_1,14793,Hochstrasser_Rudolf_1758__,Grosser Rat,23,4,1803,31,1,1816,Zunft Egg,StAZH MM 1.57 RRB 1816/0102 (Hinschied),Abgelöst von Weber, Hans Jakob
14800_EINSITZ_1,14800,Bodmer_Hans_Jakob_1782__,Grosser Rat,17,12,1832,15,4,1837,Zunft Grüningen,StAZH MM 2.35 RRB 1837/0644 (Hinschied, Mitteilung),Abgelöst von Scheuchzer, Heinrich
14808_EINSITZ_1,14808,Landolt_Johann_Heinrich_1831_03_01,Grosser Rat,28,5,1866,13,6,1869,01. Wahlkreis Zürich,,
14808_EINSITZ_2,14808,Landolt_Johann_Heinrich_1831_03_01,Kantonsrat,14,6,1869,16,6,1872,01. Wahlkreis Zürich,,
14812_EINSITZ_3,14812,Vogelsanger_Jakob_1849_07_01,Kantonsrat,29,4,1907,28,5,1911,04.  Wahlkreis  Unterstrass,StAZH MM 24.47 KRP 1907/056/0357 (Amtsgelübde),Nachfolger von Lüchinger, Adolf
14812_EINSITZ_2,14812,Vogelsanger_Jakob_1849_07_01,Kantonsrat,15,5,1893,28,5,1905,04.  Wahlkreis  Unterstrass,,
14812_EINSITZ_1,14812,Vogelsanger_Jakob_1849_07_01,Kantonsrat,15,8,1892,14,5,1893,05. Wahlkreis Wipkingen,StAZH MM 24.42 KRP 1892/0111 (Amtsgelübde),Nachfolger von Müller, Gustav
14849_EINSITZ_2,14849,Baltensberger_Jakob_1831_04_30,Kantonsrat,27,5,1890,14,5,1893,01. Wahlkreis Zürich,,
14849_EINSITZ_1,14849,Baltensberger_Jakob_1831_04_30,Kantonsrat,14,6,1875,26,5,1890,01. Wahlkreis Zürich,,
14851_EINSITZ_1,14851,Wettstein_Markus_1834__,Kantonsrat,17,6,1872,17,11,1873,01. Wahlkreis Zürich,StAZH MM 24.36 KRP 1873/0230 (Austritt),Abgelöst von Schauberg, Wilhelm Rudolf
14854_EINSITZ_1,14854,Wydler_Werner_1919__,Kantonsrat,27,4,1959,26,5,1963,4. Wahlkreis (Zürich 6 + 10),,
14854_EINSITZ_2,14854,Wydler_Werner_1919__,Kantonsrat,9,5,1966,24,4,1989,4. Wahlkreis (Zürich 6 + 10),StAZH MM 24.76 KRP 1966/106/0727 (Amtsgelübde, 09.05.1966),Nachfolger von Kläsi, Peter. Abgelöst von Zingg, Markus, Dr.
14875_EINSITZ_1,14875,Spörri_Hans_Jakob_1757__,Grosser Rat,23,4,1803,12,6,1820,Zunft Fischenthal,StAZH MM 24.5 KRP 1820/0003 (Austritt),Abgelöst von Keller, Jakob
14889_EINSITZ_1,14889,Häuser_Hans_Heinrich_1762__,Grosser Rat,23,4,1803,27,11,1830,Zunft Dübendorf,,
14893_EINSITZ_2,14893,Dietrich_Wilhelm_1807__,Grosser Rat,24,5,1850,5,5,1860,27. Wahlkreis Dübendorf-Volketswil,StAZH MM 2.148 RRB 1860/0614 (Hinschied),Abgelöst von Nägeli, Hans Kaspar
14893_EINSITZ_1,14893,Dietrich_Wilhelm_1807__,Grosser Rat,18,5,1842,21,5,1846,27. Wahlkreis Dübendorf-Volketswil,,
14893_EINSITZ_3,14893,Dietrich_Wilhelm_1807__,Grosser Rat,19,12,1836,15,2,1838,Zunft Dübendorf,,
14906_EINSITZ_1,14906,Bosshard_Hans_Jakob_1760__,Grosser Rat,20,12,1826,27,11,1830,Zunft Wülflingen,StAZH MM 24.6 KRP 1826/0026 (Beeidigung),Nachfolger von Bretscher, Hans Peter
14913_EINSITZ_1,14913,Ernst_Heinrich_1797__,Grosser Rat,26,5,1862,27,5,1866,38. Wahlkreis Wülflingen-Töss,,
14913_EINSITZ_2,14913,Ernst_Heinrich_1797__,Kantonsrat,14,6,1869,21,2,1870,38. Wahlkreis Wülflingen-Töss,StAZH MM 24.35 KRP 1870/0059 (Rücktritt),Abgelöst von Müller, Friedrich
14913_EINSITZ_3,14913,Ernst_Heinrich_1797__,Grosser Rat,19,12,1836,15,2,1838,Zunft Wülflingen,,
14938_EINSITZ_1,14938,Pestalozzi_Hans_Jakob_1749_10_08,Grosser Rat,23,4,1803,27,11,1830,Zunft Meisen,,
14947_EINSITZ_1,14947,Finsler_Hans_Conrad_1765_08_18,Grosser Rat,23,4,1803,10,2,1829,Zunft Widder,StAZH MM 1.105 RRB 1829/0133 (Austritt wegen Konkurs),Abgelöst von Bürkli, Johannes
14947_EINSITZ_2,14947,Finsler_Hans_Conrad_1765_08_18,Kleiner Rat,23,4,1803,10,2,1829,Grosser Rat,"StAZH MM 24.1 KRP 1803/0009 (Wahl)
StAZH MM 24.1 KRP 1803/0017 (Beeidigung)
StAZH MM 1.105 RRB 1829/0133 (Austritt wegen Konkurs)",
14954_EINSITZ_1,14954,Schinz_Johannes_1759_03_03,Grosser Rat,24,6,1814,27,11,1830,Zunft Zimmerleuten,"StAZH MM 24.3 KRP 1814/0014 (Wahlanerkennung)
StAZH MM 24.3 KRP 1814/0035 (Amtseid)
",
14967_EINSITZ_1,14967,Escher_(v._Glas)_Hans_Georg_1745_09_17,Grosser Rat,23,4,1803,15,3,1804,Zunft Kämbel,StAZH MM 1.12 RRB 1805/0377 (Hinschied),Abgelöst von Zimmermann, Hans Conrad
14969_EINSITZ_1,14969,Mülli_Albert_1916_02_11,Kantonsrat,27,5,1963,7,5,1967,3. Wahlkreis (Zürich 4+5),,
14975_EINSITZ_1,14975,Kägi_Ulrich_1924_02_28,Kantonsrat,24,8,1953,26,11,1956,2. Wahlkreis (Zürich 3+9),StAZH MM 24.66 KRP 1953/091/0667 (Amtsgelübde, 24.08.1953),Nachfolger von Rosenbusch, Ernst. Abgelöst von Bachmann, August.
14979_EINSITZ_1,14979,Büchi_Thomas_1953_06_05,Kantonsrat,4,5,1987,30,5,1999,2. Wahlkreis (Zürich 3+9),,
14981_EINSITZ_1,14981,Barrile_Angelo_1976_08_22,Kantonsrat,23,8,2010,27,11,2015,3. Wahlkreis (Zürich 4+5),Protokoll KR 2015-2019, S. 1548 (Rücktritt),
14982_EINSITZ_1,14982,Meier_Heinrich_1918_12_14,Kantonsrat,8,5,1967,3,5,1987,17. Wahlkreis (Bülach),,
14983_EINSITZ_1,14983,Wirth_Adolf_1933_07_03,Kantonsrat,24,5,1971,12,6,1978,9. Wahlkreis (Horgen),,Abgelöst von Seleger, Robert.
14988_EINSITZ_1,14988,Welz_Michael_1968_05_11,Kantonsrat,21,5,2007,26,2,2018,17. Wahlkreis (Bülach),Protokoll KR 2015-2019, S. 9267 (Rücktritt),Abgelöst von Lamprecht, Thomas
14990_EINSITZ_1,14990,Molina_Fabian_1990__,Kantonsrat,21,8,2017,7,5,2018,13. Wahlkreis (Pfäffikon),"Prot. KR, 21.07.2017 (Amtsgelübde)
Prot. KR, 07.05.2018 (Rücktritt)","Nachfolger von Sieber Hirschi, Sabine
Abgelöst von Röösli, Brigitte"
14991_EINSITZ_1,14991,Röösli_Brigitte_1963__,Kantonsrat,14,5,2018,,,,13. Wahlkreis (Pfäffikon),,Nachfolger von Molina, Fabian
14993_EINSITZ_1,14993,Bachmann_Ernst_1946_06_09,Kantonsrat,12,5,1999,18,5,2003,1. Wahlkreis (Zürich 1+2),,
14993_EINSITZ_2,14993,Bachmann_Ernst_1946_06_09,Kantonsrat,15,3,2004,23,4,2018,1. Wahlkreis (Zürich 1+2),Protokoll KR 2015-2019, 23.04.2018 (Rücktritt),Abgelöst von Bamert, Ueli
14996_EINSITZ_1,14996,Kaeser-Stöckli_Regula_1961_11_03,Kantonsrat,23,8,2010,31,7,2018,17. Wahlkreis (Bülach),Protokoll KR 2015-2019, 09.07.2018 (Rücktritt),Abgelöst von Galeuchet, David
14997_EINSITZ_1,14997,Thomet-Bürki_Corinne_1965_07_05,Kantonsrat,21,5,2007,31,7,2018,17. Wahlkreis (Bülach),Protokoll KR 2015-2019, 09.07.2018 (Rücktritt),Abgelöst von Wydler, Kathrin
14999_EINSITZ_1,14999,Kutter_Philipp_1975_08_31,Kantonsrat,21,5,2007,31,7,2018,9. Wahlkreis (Horgen),Protokoll KR 2015-2019, 09.07.2018 (Rücktritt),Abgelöst von Zeroual, Farid
15001_EINSITZ_1,15001,Wydler_Kathrin_1967__,Kantonsrat,20,8,2018,,,,17. Wahlkreis (Bülach),,Nachfolgerin von Thomet-Bürki, Corinne
15004_EINSITZ_1,15004,Liebi_Roger_1961_11_14,Kantonsrat,9,5,2011,16,8,2011,2. Wahlkreis (Zürich 3+9),,
15004_EINSITZ_2,15004,Liebi_Roger_1961_11_14,Kantonsrat,18,5,2015,30,6,2018,2. Wahlkreis (Zürich 3+9),Protokoll KR 2015-2019, 25.06.2018 (Rücktritt),Abgelöst von Habicher, Lorenz
15005_EINSITZ_1,15005,Habicher_Lorenz_1968_05_15,Kantonsrat,31,5,1999,17,5,2015,2. Wahlkreis (Zürich 3+9),,
15005_EINSITZ_2,15005,Habicher_Lorenz_1968_05_15,Kantonsrat,9,7,2018,,,,2. Wahlkreis (Zürich 3+9),Protokoll KR 2015-2019, 09.07.2018 (Amtsgelübde),Nachfolger von Liebi, Roger
15006_EINSITZ_1,15006,Guex_Gaston_1944_02_04,Kantonsrat,31,5,1999,8,5,2011,10. Wahlkreis (Meilen),,
15007_EINSITZ_1,15007,Hauser_Hermann_1929_11_09,Kantonsrat,26,5,1975,7,5,1995,6. Wahlkreis (Zürich 11 + 12),StAZH MM 24.122 KRP 1988/054/0002 (Wahl Präsidium),
15009_EINSITZ_1,15009,Wegmann_Rudolf_1799__,Grosser Rat,18,12,1830,29,9,1832,Zunft Illnau,,
15048_EINSITZ_1,15048,Rüttimann_Josua_1787__,Grosser Rat,19,12,1836,15,2,1838,Zunft Schöfflisdorf,,
15056_EINSITZ_1,15056,Nägeli_Hans_1865_02_01,Kantonsrat,19,5,1920,12,5,1929,1. Wahlkreis (Zürich 1+2),,
15060_EINSITZ_2,15060,Fenner_Heinrich_1814_01_16,Regierungsrat,5,11,1857,31,5,1867,Grosser Rat,"StAZH MM 2.138 RRB 1857/1436 (Wahlannahme)
StAZH MM 2.138 RRB 1857/1437 (Beeidigung)
StAZH MM 24.34 KRP 1867/0030 (Entlassung)
Stefan G. Schmid, Die Zürcher Kantonsregierung seit 1803, Zürich 2003 (https://rr.zh.ch/dam/regierungsrat/rat/pdf/rr_seit_1803/d-f/fenner_heinrich.pdf.spooler.download.1287391404297.pdf/fenner_heinrich.pdf)",
15060_EINSITZ_1,15060,Fenner_Heinrich_1814_01_16,Grosser Rat,31,5,1858,13,6,1869,33. Wahlkreis Winterthur,,
15066_EINSITZ_1,15066,Hegetschweiler_Johannes_1818__,Grosser Rat,26,5,1862,25,1,1865,45. Wahlkreis Eglisau,,Abgelöst von Scheuchzer, Johann Heinrich
15069_EINSITZ_1,15069,Wegmann_Heinrich_1774__,Grosser Rat,13,5,1807,27,11,1830,Zunft Illnau,StAZH MM 24.3 KRP 1807/0018 (Beeidigung),Nachfolger von Baumann, Hans Jakob
15070_EINSITZ_1,15070,Lauffer_Konrad___,Grosser Rat,24,5,1850,3,6,1852,48. Wahlkreis Kloten-Bassersdorf,,Abgelöst von Hui, Rudolf
15071_EINSITZ_1,15071,Bretscher_Hans_Peter_1760__,Grosser Rat,23,4,1803,1,10,1826,Zunft Wülflingen,StAZH MM 1.97 RRB 1826/0827 (Abwahl),Abgelöst von Bosshard, Hans Jakob
