ID_BUERGERORT_NEW,ID_PERSON_NEW,ID_PERSON,ORT,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
16886_BUERGERORT_1,16886,Kägi_Rudolf_1778__,Sternenberg,,,1778,,,
16888_BUERGERORT_1,16888,Sigg_Johann_Jakob_1791__,Ossingen,,,1791,,,
16892_BUERGERORT_1,16892,Schellenberg_Johann_Jakob_1799__,Pfäffikon,,,1799,,,
16895_BUERGERORT_1,16895,Langhard_Konrad_1790__,Unterstammheim,,,1790,,,
16896_BUERGERORT_1,16896,Follen_Adolf_1793__,Altikon,,,1793,,,
16898_BUERGERORT_1,16898,Meyer_Martin_1793__,Rümlang,,,1793,,,
16899_BUERGERORT_1,16899,Weber_Jakob_1783__,Rümlang,,,1783,,8,1842
16900_BUERGERORT_1,16900,Hauser_Johannes_1776__,Wädenswil,,,1776,,,
16901_BUERGERORT_1,16901,Strauss_Jakob_1797__,Winterthur,,,1797,18,8,1833
16902_BUERGERORT_1,16902,Schellenberg_Heinrich_1772__,Weisslingen,,,1772,,,
16905_BUERGERORT_1,16905,Honegger_Heinrich_1773__,Wollishofen,,,1773,,,
16906_BUERGERORT_1,16906,Füssli_Johann_Jakob_1792_06_16,Zürich,16,6,1792,3,6,1860
16911_BUERGERORT_1,16911,Bruppacher_Johann_1868__,,,,1868,,,
16912_BUERGERORT_1,16912,Diggelmann_Ernst_1884__,,,,,,,
16913_BUERGERORT_1,16913,Hiltebrand_Eduard_1862__,,,,,,,
16914_BUERGERORT_1,16914,Gassmann_Heinrich_1856__,,,,1856,,,
16915_BUERGERORT_1,16915,Vollenweider_Wilhelm_1876__,Zürich,,,1876,,,
16918_BUERGERORT_1,16918,Hardmeyer_Heinrich_1859__,,,,1859,13,8,1920
16920_BUERGERORT_1,16920,Koller_Theodor_1848__,Winterthur,,,1848,,,1912
16922_BUERGERORT_1,16922,Küderli_Albert_1849__,Dübendorf,,,1849,28,2,1931
16925_BUERGERORT_1,16925,Flach_Jakob_1867_05_28,Pfungen,28,5,1867,9,12,1952
16929_BUERGERORT_1,16929,Winkler-Theiler_Heinrich___,,,,,,,
16930_BUERGERORT_1,16930,Weber_Kaspar___,Dübendorf,,,,,,
16930_BUERGERORT_2,16930,Weber_Kaspar___,Mönchaltorf,,,,,,
16932_BUERGERORT_1,16932,Leimbacher_Arnold_1884__,,,,,,,
16933_BUERGERORT_1,16933,Zollinger_Friedrich___,Egg,,,,,,
16937_BUERGERORT_1,16937,Schneider_Otto_Friedrich___,Dättlikon,,,,,,
16939_BUERGERORT_1,16939,Schmidli_Jakob_1782__,Dättlikon,,,1782,,,
16941_BUERGERORT_1,16941,Gull_Johann_Jakob___,Volketswil,,,,,,
16943_BUERGERORT_1,16943,Strehler_Johann_Jakob_1823__,Hittnau,,,1823,31,1,1890
16944_BUERGERORT_1,16944,Spiess_Johann_Jakob___,Uhwiesen,,,,,,
16946_BUERGERORT_1,16946,Wegmann_Rudolf___,Unter-Illnau,,,,,,
16947_BUERGERORT_1,16947,Lüssi_Johann_Rudolf___,Wila,,,,,,
16948_BUERGERORT_1,16948,Flachmüller_Johann_Heinrich___,Rickenbach (ZH),,,,,,
16949_BUERGERORT_1,16949,Egli_Albert_1859__,Bauma,,,,,,
16951_BUERGERORT_1,16951,Spörri_Emil_1855__,,,,1855,,,
16952_BUERGERORT_1,16952,Hess_Johann_Ludwig_1788_07_05,Zürich,5,7,1788,27,11,1866
16956_BUERGERORT_1,16956,Meyer_Melchior_1783__,Zürich,,,1783,,,
16958_BUERGERORT_1,16958,Pestalozzi_Hans_Kaspar_1770__,Zürich,,,1770,,,1849
16960_BUERGERORT_1,16960,Meyer_Heinrich_1773__,Schlieren,,,1773,,,
16961_BUERGERORT_1,16961,Weidmann_Jakob_1793__,Urdorf,25,3,1833,15,2,1838
16962_BUERGERORT_1,16962,Walder_Hans_Jakob_1784__,Bäretswil,,,1784,,,
16963_BUERGERORT_1,16963,Trüb_Salomon_1782__,Dübendorf,18,12,1830,21,5,1846
16964_BUERGERORT_1,16964,Guyer_Rudolf_1795__,Wangen (Dübendorf),,,1795,,,
16965_BUERGERORT_1,16965,Pantli_Rudolf_1773__,Forch,,,1773,,,
16967_BUERGERORT_1,16967,Muggli_Heinrich_1796__,Mönchaltorf,,,1796,,,
16968_BUERGERORT_1,16968,Schulthess_Heinrich_1787__,Maur,,,1787,,,
16969_BUERGERORT_1,16969,Weidmann_Heinrich_1796__,Embrach,,,1796,,,
16970_BUERGERORT_1,16970,Schoch_Johannes_1774__,Fischenthal,,,1774,,,
16971_BUERGERORT_1,16971,Merz_Johannes_1785__,Buch am Irchel,,,1785,,,
16975_BUERGERORT_1,16975,Gessner_Christoph_Heinrich_1798_10_03,Zürich,,,1798,,,
16976_BUERGERORT_1,16976,Stäubli_Felix_1793__,Regensdorf,,,1793,,,
16978_BUERGERORT_1,16978,Frey_Heinrich_1783__,Turbenthal,,,1783,,,
16979_BUERGERORT_1,16979,Hürlimann_Hans_Heinrich_1803__,Feldbach (Hombrechtikon),,,1803,,,
16980_BUERGERORT_1,16980,Nüscheler_Mathias_1800__,Zürich,,,1800,,,
16983_BUERGERORT_1,16983,Zangger_Johann_Rudolf_1804__,Unterstrass,,,1804,,,
16986_BUERGERORT_1,16986,Meyer_Wilhelm_1797__,Zürich,,,1797,,,1877
16989_BUERGERORT_1,16989,Schweizer_Hans_Jakob_1781_12_08,Zürich,,,1781,,,
16991_BUERGERORT_1,16991,Bodmer_Heinrich_1786_09_19,Zürich,,,1786,,,1873
16992_BUERGERORT_1,16992,Fäsi_Johann_Ulrich_1796_12_24,Zürich,24,12,1796,8,5,1865
16995_BUERGERORT_1,16995,Stocker_Hans_Konrad_1772__,Zürich,,,1772,,,
16996_BUERGERORT_1,16996,Horner_Hans_Conrad_1777__,Zürich,,,1777,13,8,1833
16999_BUERGERORT_1,16999,Hirzel_Salomon_1790__,Zürich,,,1790,20,3,1844
17001_BUERGERORT_1,17001,Steinbrüchel_Martin_1786__,Zürich,,,1786,,,
17003_BUERGERORT_1,17003,Meyer_Wilhelm_1770__,Zürich,,,1770,,,1840
17007_BUERGERORT_1,17007,Zwingli_Hans_Kaspar_1797__,Zürich,,,1797,,,
17011_BUERGERORT_1,17011,Mahler_Hans_Ulrich_1772__,Zürich,,,1772,,,
17013_BUERGERORT_1,17013,Kunz_Theodor___,Stäfa,,,,,,
17014_BUERGERORT_1,17014,Mohr_Jakob___,Stäfa,,,,,,
17015_BUERGERORT_1,17015,Kunz_Johann_Jakob___,Hombrechtikon,,,,,1,1868
17016_BUERGERORT_1,17016,Pünter_Arnold_1832__,Stäfa,,,1832,20,5,1822
17017_BUERGERORT_1,17017,Bertschinger_Karl_Eduard_1828__,Fischenthal,,,1828,,,
17017_BUERGERORT_2,17017,Bertschinger_Karl_Eduard_1828__,Enge,,,1887,,,
17022_BUERGERORT_1,17022,Hofmann_Ulrich___,Seen,,,,,,
17025_BUERGERORT_1,17025,Egli_Jakob___,Wald (ZH),,,,,,
17026_BUERGERORT_1,17026,Escher_(v._Glas)_Hans_Kaspar_1769_09_26,Zürich,26,9,1769,27,5,1847
17028_BUERGERORT_1,17028,Escher_(v._Luchs)_Heinrich_1773__,Zürich,,,1773,,,
17029_BUERGERORT_1,17029,Escher_(v._Glas)_Emil_1817__,Zürich,,,1817,,,
17030_BUERGERORT_1,17030,Escher_(v._Glas)_Jakob_1818__,Zürich,,,1818,24,1,1909
17034_BUERGERORT_1,17034,Escher_(v._Luchs)_Heinrich_Kaspar_1818__,Zürich,,,1818,,,
17035_BUERGERORT_1,17035,Escher_(v._Glas)_Johannes_1754_03_23,Zürich,23,3,1754,10,9,1819
17036_BUERGERORT_1,17036,Escher_(v._Luchs)_Hans_Ulrich_1750_02_11,Zürich,,,,28,8,1804
17037_BUERGERORT_1,17037,Bosshard_Felix___,Embrach,,,,,,
17039_BUERGERORT_1,17039,Landolt_Wilhelm_1796__,Zürich,,,1796,,,
17041_BUERGERORT_1,17041,Honegger_Johann_Heinrich_1795__,Wald (ZH),,,1795,,,
17042_BUERGERORT_1,17042,Hofmann_Heinrich___,Seen,,,,,,
17043_BUERGERORT_1,17043,Hofmann_Salomon_1783__,Seen,,,1783,,,
17045_BUERGERORT_1,17045,Schütz_Heinrich_1736__,Bachs,,,1736,,,
17047_BUERGERORT_1,17047,Bänninger_Salomon_1738__,Bassersdorf,,,1738,,,
17049_BUERGERORT_1,17049,Landolt_Salomon_1741_12_10,Zürich,10,12,1741,26,11,1818
17050_BUERGERORT_1,17050,Ulrich_Hans_Caspar_1741__,Zürich,,,1741,16,8,1817
17053_BUERGERORT_1,17053,Syfrig_Jakob_1745__,Thalwil,,,1745,,,
17054_BUERGERORT_1,17054,Scheuchzer_Heinrich_1797__,Grüningen,,,1797,,,
17055_BUERGERORT_1,17055,Sauter_Johannes_1800__,Gossau (ZH),,,1800,,,
17056_BUERGERORT_1,17056,Schärer_Hans_Kaspar_1793__,Grüningen,,,1793,,,
17058_BUERGERORT_1,17058,Stünzi_Heinrich_1799__,Horgen,,,1799,,,
17059_BUERGERORT_1,17059,Frey_Heinrich_1796__,Esslingen (Egg),,,1796,,,
17060_BUERGERORT_1,17060,Frey_Heinrich_1778__,Weiningen (ZH),,,1778,,,
17061_BUERGERORT_1,17061,Nägeli_Hans_Jakob_1800__,Zürich,,,1800,,,
17063_BUERGERORT_2,17063,Ernst_Johann_Heinrich_1794__,Zürich,28,3,1822,22,6,1835
17063_BUERGERORT_1,17063,Ernst_Johann_Heinrich_1794__,Winterthur,,,1794,22,6,1835
17064_BUERGERORT_1,17064,Nägeli_Hans_Georg_1773_05_26,Zürich,26,5,1773,26,12,1836
17066_BUERGERORT_1,17066,Stüssi_Hans_Jakob_1769__,Regensdorf,,,1769,,,
17067_BUERGERORT_1,17067,Bader_Kaspar_1793__,Affoltern bei Zürich,,,1793,,,
17069_BUERGERORT_1,17069,Suter_Hans_Jakob___,Dachlissen,,,,,,
17075_BUERGERORT_1,17075,Escher_(v._Glas)_Hans_Conrad_1795__,Zürich,,,1795,,,
17076_BUERGERORT_1,17076,Escher_(v._Glas)_Hans_Caspar_1776_06_11,Zürich,,,1776,,,
17078_BUERGERORT_1,17078,Weber_Jakob_1745__,Gossau (ZH),,,1745,14,12,1812
17079_BUERGERORT_1,17079,Funk_Hans_Bernhard_1746__,Ottenbach,,,1746,,,
17081_BUERGERORT_1,17081,Wolf_Erhard_1748__,Turbenthal,,,1748,4,2,1829
17089_BUERGERORT_1,17089,Hirzel_Hans_Caspar_1756__,Zürich,,,1756,,,
17091_BUERGERORT_1,17091,Huber_Johannes___,Mettmenstetten,,,,,,
17093_BUERGERORT_1,17093,Hirschgartner_Johann_Martin_1766__,Zürich,,,1766,,,1839
17097_BUERGERORT_2,17097,Hess_Hans_Kaspar_1769_02_26,Wülflingen,26,2,1769,11,1,1842
17097_BUERGERORT_1,17097,Hess_Hans_Kaspar_1769_02_26,Zürich,,,1769,,,
17102_BUERGERORT_1,17102,Billeter_Hans_Jakob_1753__,Männedorf,,,1753,11,7,1821
17103_BUERGERORT_1,17103,Paur_Heinrich_1777__,Zürich,,,1877,,,
17105_BUERGERORT_1,17105,Reinacher_Jakob_Christoph_1774__,Zürich,,,1774,,,
17108_BUERGERORT_1,17108,Lavater_Diethelm_1781_02_28,Zürich,28,2,1781,,,1846
17109_BUERGERORT_1,17109,Schinz_Christoph_Salomon_1764_02_24,Zürich,24,2,1764,26,8,1847
17111_BUERGERORT_1,17111,Bodmer_Hans_Rudolf_1807__,Zürich,,,1807,,,
17113_BUERGERORT_1,17113,Hirzel_Heinrich_1783__,Zürich,,,1783,,,
17114_BUERGERORT_1,17114,Bürkli_Johann_Georg_1793_11_20,Zürich,20,11,1793,31,5,1851
17115_BUERGERORT_1,17115,Hirzel_Ludwig_1801_08_27,Zürich,27,8,1801,13,4,1841
17116_BUERGERORT_1,17116,Häfeli_Johannes_1799__,Zürich,,,1799,,,
17119_BUERGERORT_1,17119,Hirzel_Bernhard_1807__,Zürich,,,1807,,,1847
17120_BUERGERORT_1,17120,Pestalozzi_Johannes_1799__,Zürich,,,1799,,,1847
17124_BUERGERORT_1,17124,Pestalozzi_Heinrich_1790_09_25,Zürich,25,9,1790,9,8,1857
17126_BUERGERORT_1,17126,Pestalozzi_Karl_1825_05_04,Zürich,4,5,1825,14,1,1891
17131_BUERGERORT_1,17131,Spöndli_Johann_Heinrich_1812__,Zürich,,,1812,,,1872
17133_BUERGERORT_1,17133,Rahn-Escher_Hans_Konrad_1802_05_28,Zürich,,,1802,16,12,1881
17134_BUERGERORT_1,17134,Ziegler_Hans_Salomon_1798_08_27,Zürich,27,7,1798,23,3,1882
17136_BUERGERORT_1,17136,Brunner_Karl_Heinrich_1799__,Zürich,,,1799,,,1854
17139_BUERGERORT_1,17139,Schrämli_Johann_Jakob_1801__,Zürich,,,1801,,,
17140_BUERGERORT_1,17140,Freudweiler_Johann_Kaspar_1809__,Zürich,,,1809,,,1867
17142_BUERGERORT_1,17142,Wyss,_von_Georg_1816_03_31,Zürich,31,3,1816,17,12,1893
17143_BUERGERORT_1,17143,Wyss,_von_Friedrich_1818_11_06,Zürich,6,11,1818,29,11,1907
17145_BUERGERORT_1,17145,Staub_Bernhard_1818__,Zürich,,,1855,,,
17145_BUERGERORT_2,17145,Staub_Bernhard_1818__,Dübendorf,,,1818,,,
17147_BUERGERORT_1,17147,Bürkli_Konrad_1827_06_15,Zürich,15,6,1827,22,2,1893
17151_BUERGERORT_1,17151,Bürkli_Adolf_1819_11_01,Zürich,1,11,1819,30,9,1894
17153_BUERGERORT_1,17153,Fäsi_Gottlieb_1817__,Zürich,,,1817,,,
17160_BUERGERORT_1,17160,Hofmeister_Rudolf_Heinrich_1814_02_02,Zürich,2,2,1814,7,6,1887
17170_BUERGERORT_1,17170,Steiner_von_Diethelm_1826__,Zürich,,,1826,,,
17171_BUERGERORT_1,17171,Wolff_Johann_Caspar_1818_09_28,Zürich,28,9,1818,27,4,1891
17176_BUERGERORT_1,17176,Brunner_Hans_Jakob_1759_07_17,Zürich,,,1759,30,3,1807
17177_BUERGERORT_1,17177,Landolt_Johann_Heinrich_1754_12_19,Zürich,19,12,1754,4,8,1810
17182_BUERGERORT_1,17182,Scheuchzer_Hans_Jakob___,Bauma,,,,,,
17183_BUERGERORT_1,17183,Scheuchzer_Johann_Heinrich_1810__,Zürich,,,1810,,,
17187_BUERGERORT_1,17187,Schweizer_Johann_Alexander_1808_03_14,Zürich,14,3,1808,3,7,1888
17188_BUERGERORT_2,17188,Hofmeister_Heinrich_1779__,Wipkingen,,,1779,,,
17188_BUERGERORT_1,17188,Hofmeister_Heinrich_1779__,Zürich,,,1779,,,
17189_BUERGERORT_1,17189,Hofmeister_Hans_Jakob_1745_04_07,Zürich,,,1745,24,5,1813
17190_BUERGERORT_1,17190,Tobler_Johann_Heinrich_1787__,Zürich,,,1787,,,
17190_BUERGERORT_2,17190,Tobler_Johann_Heinrich_1787__,Wädenswil,,,1787,,,
17198_BUERGERORT_1,17198,Pestalozzi_Johann_Jakob_1801_08_03,Zürich,3,8,1801,4,5,1874
17199_BUERGERORT_1,17199,Zeller_August_1817__,Zürich,,,1817,,,
17200_BUERGERORT_2,17200,Heer_Oswald_1809_08_31,Zürich,,,1861,13,6,1869
17200_BUERGERORT_1,17200,Heer_Oswald_1809_08_31,Glarus,31,8,1809,27,9,1883
17201_BUERGERORT_1,17201,Gessner_Emil_1848__,Zürich,,,1848,,,1917
17202_BUERGERORT_1,17202,Häfelin_Friedrich_1808__,Zürich,,,1808,,,1878
17204_BUERGERORT_1,17204,Ott_Hans_Kaspar_1801_11_12,Zürich,31,5,1854,27,5,1866
17206_BUERGERORT_1,17206,Zur_Eich_Salomon_1804__,Zürich,,,1808,,,1864
17209_BUERGERORT_1,17209,Werdmüller_Adolf_1822__,Zürich,,,1822,,,
17210_BUERGERORT_1,17210,Irminger_Johann_Heinrich_1852__,,,,1852,,,
17212_BUERGERORT_1,17212,Zehnder_Karl_1826__,Zürich,,,1868,,,1892
17212_BUERGERORT_2,17212,Zehnder_Karl_1826__,Oberengstringen,,,1826,,,1892
17215_BUERGERORT_1,17215,Cramer_Heinrich_1812_07_05,Zürich,,,1812,,,
17220_BUERGERORT_1,17220,Kramer_Heinrich___,Volken,,,1841,,,
17230_BUERGERORT_1,17230,Weinmann_Jakob_Albert_1829_12_24,Winterthur,24,12,1829,1,11,1882
17234_BUERGERORT_1,17234,Stapfer_Heinrich_1776__,Horgen,,,1776,2,6,1825
17240_BUERGERORT_2,17240,Sulzer-Wart_von_Johann_Heinrich_1805__,Zürich,,,1816,,,1887
17240_BUERGERORT_1,17240,Sulzer-Wart_von_Johann_Heinrich_1805__,Winterthur,,,1805,,,1887
17244_BUERGERORT_1,17244,Bräm_Heinrich_1792__,Ried (Neerach),,,1792,,,1869
17245_BUERGERORT_1,17245,Näf_Hans_Konrad_1790__,Hausen am Albis,,,1791,,,
17248_BUERGERORT_1,17248,Wolfensperger_Heinrich_1799__,Rumlikon (Russikon),,,1799,,,
17251_BUERGERORT_1,17251,Schoch_Hans_Heinrich_1801__,Pfäffikon,,,1801,,,1860
17253_BUERGERORT_1,17253,Hanhard_Heinrich_1775__,Pfäffikon,,,1775,,,
17257_BUERGERORT_1,17257,Frick_Hans_Ulrich_1785__,Aesch (ZH),,,1785,,,
17257_BUERGERORT_2,17257,Frick_Hans_Ulrich_1785__,Maschwanden,,,1785,,,
17259_BUERGERORT_1,17259,Rathgeb_Johann_Jakob_1810__,Schwamendingen,,,1810,,,
17262_BUERGERORT_1,17262,Toggenburger_Hans_Ulrich_1770__,Marthalen,,,1770,,,
17263_BUERGERORT_1,17263,Trachsler_Felix_1797__,Birmensdorf (ZH),,,1810,,,
17270_BUERGERORT_1,17270,Pfau_Jakob_Peter_1783_09_05,Winterthur,5,9,1783,12,11,1849
17271_BUERGERORT_1,17271,Stiefel_Johann_Kaspar___,Egg (Maur),,,,,,
17275_BUERGERORT_1,17275,Spinner_Johannes___,Aeugst am Albis,,,,,,
17277_BUERGERORT_1,17277,Bürgi_Hans_Rudolf___,Adetswil (Bäretswil),,,,19,1,1807
17278_BUERGERORT_1,17278,Meier_Johann_Heinrich___,Dällikon,,,,,,
17281_BUERGERORT_1,17281,Meier_Heinrich___,Bäretswil,,,,,,
17288_BUERGERORT_1,17288,Weidmann_Johann_Rudolf_1868_09_04,Lufingen,4,9,1868,,,
17288_BUERGERORT_2,17288,Weidmann_Johann_Rudolf_1868_09_04,Maschwanden,4,9,1868,17,6,1955
17292_BUERGERORT_1,17292,Schreiber_Kurt_1943__,,,,,,,
17298_BUERGERORT_1,17298,Escher_(v._Luchs)_Hans_Georg_1764__,Zürich,,,1764,5,2,1824
17299_BUERGERORT_1,17299,Fierz_Heinrich_1760__,Meilen,,,1760,,,
17305_BUERGERORT_1,17305,Köppel_Otto___,,,,,,,
17307_BUERGERORT_1,17307,Baltensberger_Heinrich___,Hochfelden,,,,,,
17308_BUERGERORT_1,17308,Bosshard_Rudolf___,Bauma,,,,,,
17309_BUERGERORT_1,17309,Egg_Hans_Konrad_1775__,Ellikon,,,1775,,,
17312_BUERGERORT_1,17312,Schwarzenbach_Alfred_1845_08_05,Thalwil,5,8,1845,,,
17313_BUERGERORT_1,17313,Schwarzenbach_Friedrich_1830_03_26,Thalwil,26,3,1830,13,1,1893
17314_BUERGERORT_2,17314,Schwarzenbach_Hartmann_1840_08_29,Thalwil,29,8,1840,,,1878
17314_BUERGERORT_1,17314,Schwarzenbach_Hartmann_1840_08_29,Rüschlikon,,,1878,27,8,1906
17315_BUERGERORT_1,17315,Schwarzenbach_Hartmann_1806__,Rüschlikon,,,1806,,,1863
17317_BUERGERORT_1,17317,Fehr_Jakob_1828_10_01,Kleinandelfingen,1,10,1828,22,8,1885
17319_BUERGERORT_1,17319,Studer_Heinrich_1789__,Maschwanden,,,1789,26,12,1853
17319_BUERGERORT_2,17319,Studer_Heinrich_1789__,Wipkingen,,,1836,26,12,1853
17325_BUERGERORT_1,17325,Keller_Hans_Jakob___,Wald (ZH),,,,,,
17327_BUERGERORT_1,17327,Keller_Hans_Jakob___,Dägerlen,,,,,,
17329_BUERGERORT_1,17329,Hürlimann_Robert_1854__,,,,1854,,,
17330_BUERGERORT_1,17330,Nägeli_Hans_1872__,,,,,,,
17331_BUERGERORT_1,17331,Bachmann_Heinrich___,Hinwil,24,5,1850,10,10,1864
17332_BUERGERORT_1,17332,Bickel_Hans_1884__,,,,1884,,,
17333_BUERGERORT_1,17333,Gross_Johann_Jakob_1786__,Weisslingen,,,1786,,,
17338_BUERGERORT_1,17338,Escher_(v._Luchs)_Hartmann_1778_11_12,Zürich,,,1778,12,11,1843
17341_BUERGERORT_1,17341,Bretscher_Konrad___,,,,,,,1916
17344_BUERGERORT_1,17344,Reifer_Johann_Jakob___,Weisslingen,,,,,,
17345_BUERGERORT_1,17345,Winkler_Johann_Jakob___,Hegnau (Volketswil),,,,,,
17345_BUERGERORT_2,17345,Winkler_Johann_Jakob___,Glattfelden,,,,,,
17346_BUERGERORT_2,17346,Gut_Theodor_1917_05_18,Stäfa,,,,,,
17346_BUERGERORT_1,17346,Gut_Theodor_1917_05_18,Männedorf,,,,,,
17354_BUERGERORT_1,17354,Zinggeler_Rudolf_1819_11_27,Elgg,,,,11,10,1897
17354_BUERGERORT_2,17354,Zinggeler_Rudolf_1819_11_27,Richterswil,,,,11,10,1897
17359_BUERGERORT_1,17359,Bertheau_Theodor_1869__,Lichtensteig,,,1869,10,8,1944
17361_BUERGERORT_1,17361,Bindschedler_Carl_1862__,Männedorf,,,1862,2,12,1959
17364_BUERGERORT_1,17364,Grebel_Hans_Georg_1773_07_05,Zürich,,,1773,,,1840
17367_BUERGERORT_1,17367,Guggenbühl_Jakob_1800_12_05,Küsnacht (ZH),5,12,1800,28,10,1841
17369_BUERGERORT_1,17369,Zundel_David_1784_02_10,Zürich,,,1784,,,1844
17371_BUERGERORT_1,17371,Wehrli_Johann_Jakob_1810_07_02,Zürich,,,1810,29,11,1885
17374_BUERGERORT_1,17374,Strelin_Adolf_1869__,,,,,,,
17375_BUERGERORT_1,17375,Graf_Emil_1890_02_25,Wattwil,25,2,1890,25,4,1955
17376_BUERGERORT_1,17376,Braunschweiler_Otto_1889__,,,,,,,
17377_BUERGERORT_1,17377,Wolfer_Albert_1877__,,,,,,,
17379_BUERGERORT_1,17379,Trachsler_Johann_Jakob___,Bauma,,,,,,
17380_BUERGERORT_1,17380,Egg_Gottlieb_1899__,,,,,,,
17381_BUERGERORT_1,17381,Roth_Walter_1894__,,,,,,,
17385_BUERGERORT_2,17385,Boli_Johann_Heinrich_1839__,Zürich,1,1,1893,,,1901
17385_BUERGERORT_1,17385,Boli_Johann_Heinrich_1839__,Wiedikon,,,1839,31,12,1892
17387_BUERGERORT_1,17387,Nägeli_Heinrich_1853__,,,,1853,3,3,1904
17389_BUERGERORT_1,17389,Haab_Heinrich___,,,,,,,
17390_BUERGERORT_1,17390,Baumann_Johann_Jakob_1792__,Horgen,,,1792,,,
17391_BUERGERORT_1,17391,Blattmann_Heinrich___,Wädenswil,,,,,,
17393_BUERGERORT_1,17393,Stehli_Rudolf_1816_12_08,Oberlunnern-Obfelden,8,12,1816,14,4,1884
17399_BUERGERORT_1,17399,Pfenninger_Johann_Jakob___,Uster,,,,,,
17400_BUERGERORT_1,17400,Bertschinger_Heinrich_1867__,,,,1867,,,
17403_BUERGERORT_1,17403,Bühler_Johann_Heinrich_1804__,Kollbrunn (Zell),,,1802,25,5,1862
17404_BUERGERORT_1,17404,Bühler_Johann_Jakob_1801__,Dietlikon,,,1801,,,
17405_BUERGERORT_1,17405,Bühler_Heinrich_1802__,Kollbrunn (Zell),,,1802,,,1856
17406_BUERGERORT_1,17406,Bühler_Johann_Jakob_1806__,Wettswil,,,1806,,,1866
17407_BUERGERORT_1,17407,Bühler_Johann_Jakob___,Wettswil,,,,,,
17409_BUERGERORT_1,17409,Albrecht_Jakob_1825_09_17,Stadel,17,9,1825,25,6,1876
17410_BUERGERORT_1,17410,Brunner_Johann_Jakob_1802_01_24,Winterthur,24,1,1802,27,11,1878
17416_BUERGERORT_1,17416,Arbenz_Conrad_1785__,Andelfingen,,,1785,,,1866
17418_BUERGERORT_1,17418,Farner_Gottfried_1836_06_06,Oberstammheim,6,6,1836,21,1,1925
17419_BUERGERORT_1,17419,Fierz_Johann_Jakob_Albert_1841__,Zürich,,,1841,,,
17420_BUERGERORT_1,17420,Fritschi_Benjamin_1842_05_08,Zürich,1,1,1893,16,11,1916
17428_BUERGERORT_1,17428,Hürlimann_Heinrich_1835_09_03,Wald (ZH),3,9,1835,13,10,1903
17429_BUERGERORT_1,17429,Locher_Friedrich_1842_10_17,Zürich,17,10,1842,18,3,1906
17433_BUERGERORT_1,17433,Moser_Johannes___,Oerlingen-Kleinandelfingen,26,2,1839,13,9,1900
17437_BUERGERORT_1,17437,Rüegg_Johannes_1799_05_26,Bauma,26,5,1799,30,5,1871
17437_BUERGERORT_2,17437,Rüegg_Johannes_1799_05_26,Wiesendangen,,,1842,30,5,1871
17437_BUERGERORT_3,17437,Rüegg_Johannes_1799_05_26,Winterthur,,,1856,30,4,1871
17444_BUERGERORT_1,17444,Steiner_Jakob_1828__,Oberstrass,,,1828,,,
17447_BUERGERORT_1,17447,Steiner_Jakob___,Pfungen,,,,,,
17447_BUERGERORT_2,17447,Steiner_Jakob___,Wülflingen,,,,,,
17450_BUERGERORT_1,17450,Zollinger_Heinrich___,Dübendorf,,,,,,
17451_BUERGERORT_1,17451,Zollinger_Heinrich___,Oetwil am See,,,,,,
17456_BUERGERORT_1,17456,Hotz_Heinrich_1845__,Wetzikon,,,1845,,,
17458_BUERGERORT_1,17458,Wulp_Heinrich_1839__,Guarda (GR),,,1839,,,
17459_BUERGERORT_1,17459,Schärer_Rudolf_1812_11_04,Grüningen,4,11,1812,4,3,1876
17460_BUERGERORT_1,17460,Dürr_Jakob_1796__,Altstetten,,,1796,,,
17462_BUERGERORT_1,17462,Bader_Hans_Jakob___,Affoltern bei Zürich,,,,,,
17468_BUERGERORT_1,17468,Pfeiffer_Kaspar_1866_01_07,Mollis,7,1,1866,26,2,1947
17469_BUERGERORT_1,17469,Schindler_Dietrich_1890_12_03,Mollis,3,12,1890,10,1,1948
17472_BUERGERORT_1,17472,Bertschi_Heinrich_1842__,Oerlikon,,,1842,,,
17473_BUERGERORT_1,17473,Moser_Jakob_1844__,Kleinandelfingen,,,1844,8,10,1898
17475_BUERGERORT_1,17475,Schwarz_Dietrich_1913_06_02,Lenzburg,2,6,1913,7,7,2000
17475_BUERGERORT_2,17475,Schwarz_Dietrich_1913_06_02,Zürich,,,,7,7,2000
17476_BUERGERORT_1,17476,Syz-Landis_Johann_1822__,Knonau,,,1822,,,
17476_BUERGERORT_2,17476,Syz-Landis_Johann_1822__,Zürich,,,1867,,,1883
17483_BUERGERORT_1,17483,Weiss_Johannes___,Aeugst am Albis,,,,,,
17486_BUERGERORT_1,17486,Zeller_Heinrich_1775__,Hirslanden,,,1775,,,
17488_BUERGERORT_1,17488,Vaterlaus_Friedrich___,Berg am Irchel,,,,,,
17490_BUERGERORT_1,17490,Bachmann_Hans_Jacob_1757__,Hinwil,,,1757,,,
17491_BUERGERORT_1,17491,Ruch_Johann_Jakob___,Grossandelfingen,,,,,,
17492_BUERGERORT_1,17492,Hotz_Johannes___,Dürnten,,,,,,
17493_BUERGERORT_1,17493,Bachmann_Heinrich_1824__,Richterswil,,,1824,2,11,1890
