ID_BINDUNG_NEW,ID_PERSON_NEW,ID_PERSON,BINDUNGSKATEGORIE,INSTITUTION,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
18099_BINDUNG_6,18099,Schaaf_Markus_1966_10_27,,Partei EVP,,,2010,,,
18101_BINDUNG_1,18101,Mayer_Paul_1964__,,,,,,,,
18102_BINDUNG_1,18102,Bollinger_Erich_1964_08_28,,,,,,,,
18105_BINDUNG_5,18105,Galliker_Nadja_1983_01_13,,Gemeinderätin Eglisau,,,,,,
18105_BINDUNG_2,18105,Galliker_Nadja_1983_01_13,,FMH,,,2015,,,
18105_BINDUNG_1,18105,Galliker_Nadja_1983_01_13,,AGZ,,,2015,,,
18105_BINDUNG_3,18105,Galliker_Nadja_1983_01_13,,VSAO,,,2015,,,
18105_BINDUNG_4,18105,Galliker_Nadja_1983_01_13,,IG lebenswertes Unterland (VUE),,,,,,
18106_BINDUNG_1,18106,Grüter_Barbara_1976__,,,,,,,,
18108_BINDUNG_2,18108,Moor-Schwarz_Ursula_1955_03_11,,Kommission Planung und Bau Spital,,,2002,,,
18108_BINDUNG_1,18108,Moor-Schwarz_Ursula_1955_03_11,,Krankenheimverband Zürcher Unterland,,,2002,,,
18108_BINDUNG_3,18108,Moor-Schwarz_Ursula_1955_03_11,,Schutzverband der Bevölkerung um den Flughafen Zürich,,,2002,,,
18108_BINDUNG_4,18108,Moor-Schwarz_Ursula_1955_03_11,,Gemeinderat,,,2002,,,
18108_BINDUNG_5,18108,Moor-Schwarz_Ursula_1955_03_11,,Schutzverband der Bevölkerung um den Flughafen Zürich,,,2010,,,
18113_BINDUNG_1,18113,Roggenmoser_Romaine_1971__,,,,,,,,
18114_BINDUNG_1,18114,Rinderknecht_Daniela_1984__,,,,,,,,
18116_BINDUNG_1,18116,Biber_Michael_1982_02_28,,Stadtpolizei,,,2005,,,
18116_BINDUNG_3,18116,Biber_Michael_1982_02_28,Polit. Amt,Gemeinderat Bachenbülach,,,2018,,,
18116_BINDUNG_2,18116,Biber_Michael_1982_02_28,Polit. Amt,Gemeinderat Bachenbülach,,,2010,,,2018
18120_BINDUNG_1,18120,Galeuchet_David_John_1971__,,,,,,,,
18122_BINDUNG_1,18122,Lamprecht_Thomas_1966__,,,,,,,,
18127_BINDUNG_1,18127,Koller_Ivo_1980__,,,,,,,,
18129_BINDUNG_8,18129,Senn_Yves_1975_12_13,,Aktion Medienfreiheit,,,2008,,,
18129_BINDUNG_9,18129,Senn_Yves_1975_12_13,,Junge SVP Stadt und Bezirk Winterthur,,,2011,,,
18129_BINDUNG_4,18129,Senn_Yves_1975_12_13,,Hauseigentümerverband Winterthur und Umgebung,,,2003,,,
18129_BINDUNG_2,18129,Senn_Yves_1975_12_13,,AUNS (Aktion für eine unabhängige und neutrale Schweiz),,,2003,,,
18129_BINDUNG_1,18129,Senn_Yves_1975_12_13,,Senn Uhren und Schmuck,1,1,2002,,,
18129_BINDUNG_7,18129,Senn_Yves_1975_12_13,,Mietervereinigung Effi-Märt,,,2007,,,
18129_BINDUNG_6,18129,Senn_Yves_1975_12_13,,IG Freiheit,,,2007,,,
18129_BINDUNG_5,18129,Senn_Yves_1975_12_13,,KMU Verband Winterthur,,,2004,,,
18129_BINDUNG_3,18129,Senn_Yves_1975_12_13,,Bund der Steuerzahler Schweiz (BDS),,,2003,,,
18136_BINDUNG_1,18136,Kunz_Hans_Heinrich_1793_03_01,,,,,,,,
18137_BINDUNG_1,18137,Kunz_Hans_Heinrich_1766_06_03,,,,,,,,
18138_BINDUNG_1,18138,Frauenlob_Heinrich_1786_12_17,Polit. Amt,Gemeinderat Oetwil am See,,,,,,
18141_BINDUNG_1,18141,Meyer_Johann_Heinrich_1804_08_18,,,,,,,,
18146_BINDUNG_1,18146,Hauser_Heinrich_1778__,,,,,,,,
18148_BINDUNG_1,18148,Boos-Jegher_Eduard_1855_05_05,,,,,,,,
18149_BINDUNG_1,18149,Fischer_Robert_1872__,,,,,,,,
18150_BINDUNG_1,18150,Hadorn_Johann_1880__,,,,,,,,
18151_BINDUNG_1,18151,Huber_Gottlieb_1870__,,,,,,,,
18152_BINDUNG_1,18152,Schulthess_Oskar_1882__,,,,,,,,
18153_BINDUNG_1,18153,Schwörer_Karl_1872__,,,,,,,,
18162_BINDUNG_1,18162,Landolt_Johannes_1832_11_02,,,,,,,,
18163_BINDUNG_1,18163,Landolt_Matthias_1763_07_27,,,,,,,,
18164_BINDUNG_1,18164,Streuli_Jakob_1810_01_18,Polit. Amt,Gemeinderat Enge,,,,,,
18167_BINDUNG_1,18167,Huber_Johannes_1756_01_10,Polit. Amt,Gemeinderat Aussersihl,,,,,,
18168_BINDUNG_1,18168,Kofel_Jakob_1817_03_15,,,,,,,,
18169_BINDUNG_1,18169,Wunderli_Johann_Rudolf_1810_12_29,,,,,,,,
18170_BINDUNG_1,18170,Wyder_Kaspar___,,,,,,,,
18178_BINDUNG_1,18178,Winiger_Max_1897__,,,,,,,,
18180_BINDUNG_2,18180,Schmid_Arthur_1889_04_30,Polit. Amt,Stadtrat Winterthur,,,1919,,,1920
18180_BINDUNG_1,18180,Schmid_Arthur_1889_04_30,Polit. Amt,Nationalrat,1,12,1919,14,11,1958
18180_BINDUNG_3,18180,Schmid_Arthur_1889_04_30,Polit. Amt,Grosser Rat Aargau,,,1921,,,1930
18180_BINDUNG_5,18180,Schmid_Arthur_1889_04_30,Polit. Amt,Grosser Rat Aargau,,,1931,14,11,1958
18180_BINDUNG_4,18180,Schmid_Arthur_1889_04_30,Polit. Amt,Grosser Rat Aargau,,,1930,,,1931
18182_BINDUNG_1,18182,Thomet_Paul_1894__,,,,,,,,
18189_BINDUNG_2,18189,Kopp_Walter_1879_11_01,Polit. Amt,Grosser Stadtrat Zürich,,,1925,31,12,1933
18189_BINDUNG_1,18189,Kopp_Walter_1879_11_01,Polit. Amt,Gemeinderat Zürich,1,1,1934,,,1942
18191_BINDUNG_1,18191,Frick_Willy_1893__,,,,,,,,
18192_BINDUNG_2,18192,Forster_Georg_1881_07_01,Polit. Amt,Nationalrat,1,12,1919,3,12,1922
18192_BINDUNG_1,18192,Forster_Georg_1881_07_01,Polit. Amt,Grosser Stadtrat Zürich,,,1918,,,1919
18193_BINDUNG_1,18193,Aeschbacher_Viktor_1898_04_06,,,,,,,,
18195_BINDUNG_1,18195,Usteri_Johann_Martin_1782_04_28,,,,,,,,
18196_BINDUNG_1,18196,Usteri_Johann_Martin_1812__,Polit. Amt,Stadtrat Zürich,29,5,1843,11,2,1865
18197_BINDUNG_1,18197,Meyer_Johann_Ludwig_1750_05_30,,,,,,,,
18198_BINDUNG_1,18198,Egli_Emil___,,,,,,,,
18201_BINDUNG_1,18201,Zingg_Markus_1946__,,,,,,,,
18204_BINDUNG_1,18204,Volkart_Salomon_1816_05_21,,,,,,,,
18205_BINDUNG_1,18205,Volkart_Johannes_1783_08_15,,,,,,,,
18206_BINDUNG_1,18206,Gessner_Hans_Jakob_1759_12_16,Polit. Amt,Munizipalität Stadt Zürich,26,4,1798,2,6,1798
18206_BINDUNG_2,18206,Gessner_Hans_Jakob_1759_12_16,Polit. Amt,Munizipalität Stadt Zürich,4,9,1798,24,6,1799
18206_BINDUNG_3,18206,Gessner_Hans_Jakob_1759_12_16,Polit. Amt,Stadtrat Zürich,1,1,1803,17,6,1816
18213_BINDUNG_1,18213,Künzli_Anton_1771_10_27,Polit. Amt,Stadtrat Winterthur,,,1824,,,1851
18213_BINDUNG_2,18213,Künzli_Anton_1771_10_27,Polit. Amt,Grösserer Stadtrat Winterthur,,,,,,
18214_BINDUNG_1,18214,Geilinger_Heinrich_1805__,,,,,,,,
18217_BINDUNG_1,18217,Steiner_Jakob_1810__,,,,,,,,
18221_BINDUNG_1,18221,Schäppi_Jakob_1821__,,,,,,,,
18222_BINDUNG_1,18222,Weber_Johann_Jakob_1814_10_08,,,,,,,,
18223_BINDUNG_1,18223,Jaggi_Jakob_1921__,,,,,,,,
18224_BINDUNG_1,18224,Haupt_Johann_1870__,,,,,,,,
18226_BINDUNG_1,18226,Ott_Rudolf___,Polit. Amt,Gemeinderat Wila,,,,,,
18228_BINDUNG_1,18228,Walder_Johann_Jakob___,,,,,,,,
18234_BINDUNG_1,18234,Müller_Kurt_1925_03_16,Polit. Amt,Nationalrat,26,11,1984,24,11,1991
18236_BINDUNG_1,18236,Breitinger_David_1763_05_28,,,,,,,,
18239_BINDUNG_1,18239,Borschberg_Hans_1921__,,,,,,,,
18242_BINDUNG_1,18242,Cristini_Bruno_1921_03_11,,,,,,,,
18244_BINDUNG_1,18244,Demuth_Werner_1923__,,,,,,,,
18246_BINDUNG_1,18246,Dietsch_Emil_1929__,,,,,,,,
18249_BINDUNG_1,18249,Vollenweider_Jakob_1912_12_01,Polit. Amt,Gemeinderat Wangen,,,1938,,,1942
18249_BINDUNG_3,18249,Vollenweider_Jakob_1912_12_01,Polit. Amt,Nationalrat,2,12,1963,30,11,1975
18249_BINDUNG_2,18249,Vollenweider_Jakob_1912_12_01,Polit. Amt,Gemeinderat Wangen,,,1942,,,1954
18250_BINDUNG_1,18250,Diener_Emil_1895_05_10,,,,,,,,
18251_BINDUNG_1,18251,Widmer_Rolf_A._1915__,,,,,,,,
18254_BINDUNG_1,18254,Grässli_Ulrich_1923__,Polit. Amt,Gemeinderat Zürich,,,1958,,,1967
18256_BINDUNG_1,18256,Zwiker_Bernhard_1925_09_19,Polit. Amt,Gemeinderat Zürich,,,1954,,,
18258_BINDUNG_1,18258,Styger-Bosshard_Maria_1921_05_03,Polit. Amt,Gemeinderat Zürich,,,1980,,,1990
18259_BINDUNG_1,18259,Signer_Franz_1929__,,,,,,,,
18261_BINDUNG_1,18261,Baumann_Hans_Jakob___,,,,,,,,
18262_BINDUNG_1,18262,Baumann_Johannes___,,,,,,,,
18263_BINDUNG_1,18263,Berchtold_Hans_Heinrich___,,,,,,,,
18264_BINDUNG_1,18264,Bertschinger_Heinrich___,,,,,,,,
18265_BINDUNG_1,18265,Berchtold_Rudolf___,,,,,,,,
18266_BINDUNG_1,18266,Bietenholz_Johannes___,,,,,,,,
18269_BINDUNG_1,18269,Bleuler_Jakob_1765__,,,,,,,,
18270_BINDUNG_1,18270,Boller_Kaspar___,,,,,,,,
18271_BINDUNG_1,18271,Bosshardt_Heinrich___,,,,,,,,
18272_BINDUNG_1,18272,Bosshardt_Johannes___,,,,,,,,
18273_BINDUNG_1,18273,Bär_Rudolf___,,,,,,,,
18274_BINDUNG_1,18274,Bühler_Hans_Kaspar___,,,,,,,,
18275_BINDUNG_1,18275,Bühler_Jakob___,,,,,,,,
18276_BINDUNG_1,18276,Bürgi_Johannes___,,,,,,,,
18277_BINDUNG_1,18277,Denzler_Hans_Heinrich___,,,,,,,,
18281_BINDUNG_1,18281,Wyssen_Claudia_1979_01_22,,Gemeinderätin Uster,,,2006,,,
18285_BINDUNG_1,18285,Etter-Gick_Carola_1980__,,,,,,,,
18286_BINDUNG_1,18286,Oetiker_Gottfried_1841__,,,,,,,,
18287_BINDUNG_1,18287,Zollinger_Heinrich_1818_03_22,,,,,,,,
18289_BINDUNG_1,18289,Spinner_Johann_Jakob_1838__,,,,,,,,
18290_BINDUNG_1,18290,Spinner_Johann_Jakob_1862__,,,,,,,,
18292_BINDUNG_1,18292,Spörri_Heinrich_1815_07_30,Polit. Amt,Gemeinderat Wald,,,1869,,,1872
18295_BINDUNG_1,18295,Spyri_Johann_Bernhard_1821__,Polit. Amt,Grosser Stadtrat Zürich,,,,,,
18302_BINDUNG_1,18302,Curti_Eugen_1865_02_14,,,,,,,,
18305_BINDUNG_1,18305,Meyer-Fröhlich_Liselotte_1922_07_09,Polit. Amt,Gemeinderat Zürich,,,1970,,,1982
18310_BINDUNG_1,18310,Bräm-Burckhardt_Verena_1932_04_17,,,,,,,,
18313_BINDUNG_1,18313,Kohler-Wernli_Esther_1937_12_15,Polit. Amt,Gemeinderat Uster,,,1978,,,1986
18314_BINDUNG_1,18314,Grimm_Salomon_1741__,,,,,,,,
18317_BINDUNG_1,18317,Hasler_Elias_1842_06_23,Polit. Amt,Stadtrat Zürich,21,8,1892,,,1907
18317_BINDUNG_2,18317,Hasler_Elias_1842_06_23,Polit. Amt,Grosser Stadtrat Zürich,,,1907,,,
18318_BINDUNG_1,18318,Lanz_Fritz_1879__,,,,,,,,
18320_BINDUNG_1,18320,Steiner_Max_Alfred_1905__,,,,,,,,
18323_BINDUNG_1,18323,Heusser_Eduard_1851__,,,,,,,,
18325_BINDUNG_1,18325,Rüegg_Emil___,,,,,,,,
18326_BINDUNG_1,18326,Rüegg_Karl_1896__,,,,,,,,
18327_BINDUNG_1,18327,Rüegg-Rinderknecht_Heinrich_1840__,Polit. Amt,Gemeinderat Fluntern,,,,,,
18328_BINDUNG_8,18328,Schmid_Claudio_1971_12_24,,Matthias Haab AG,,,,,,
18328_BINDUNG_9,18328,Schmid_Claudio_1971_12_24,,Urex AG,,,,,,
18328_BINDUNG_7,18328,Schmid_Claudio_1971_12_24,,Bluwil Service AG,,,,,,
18328_BINDUNG_6,18328,Schmid_Claudio_1971_12_24,,IG Offiziersgesellschaft Züri-Unterland,,12,2014,,,
18328_BINDUNG_5,18328,Schmid_Claudio_1971_12_24,,M. Stähli AG,1,1,2014,,,
18328_BINDUNG_4,18328,Schmid_Claudio_1971_12_24,,Beka AG,3,2,2012,20,,
18328_BINDUNG_3,18328,Schmid_Claudio_1971_12_24,,Beka AG,11,5,2011,3,,
18328_BINDUNG_2,18328,Schmid_Claudio_1971_12_24,,Sozialbehörde,,,2010,,,
18328_BINDUNG_1,18328,Schmid_Claudio_1971_12_24,,Nimba AG,26,5,2010,30,,
18329_BINDUNG_1,18329,Kestenholz_Matthias_1982_04_26,,Fineware AG,1,10,2009,,,
18330_BINDUNG_1,18330,Meili_Jakob___,,,,,,,,
18332_BINDUNG_1,18332,Tobler_Hans_Jakob_1784__,,,,,,,,
18333_BINDUNG_1,18333,Hotz_Johannes___,,,,,,,,
18334_BINDUNG_1,18334,Wismer_Heinrich___,,,,,,,,
18335_BINDUNG_1,18335,Huber_Johann___,,,,,,,,
18337_BINDUNG_1,18337,Meisterhans_Konrad___,,,,,,,,
18338_BINDUNG_1,18338,Grimm_Johannes_1814__,,,,,,,,
18339_BINDUNG_1,18339,Tobler_Rudolf___,,,,,,,,
18340_BINDUNG_1,18340,Meier_Leonhard___,,,,,,,,
18343_BINDUNG_1,18343,Pfenninger_Heinrich_1781__,,,,,,,,
18344_BINDUNG_1,18344,Frei_Johannes___,,,,,,,,
18345_BINDUNG_1,18345,Schärer_Hans_Jakob_1842_12_17,,,,,,,,
18346_BINDUNG_1,18346,Greulich_Herman_1842_04_09,Polit. Amt,Nationalrat,1,12,1902,3,12,1905
18346_BINDUNG_2,18346,Greulich_Herman_1842_04_09,Polit. Amt,Nationalrat,7,12,1908,8,11,1925
18347_BINDUNG_1,18347,Kunz_Edwin_1839__,,,,,,,,
18350_BINDUNG_3,18350,Gschwind_Benedikt_1962_10_20,,Paritätische Kommission GAV Coop Schweiz,,,,,,
18350_BINDUNG_1,18350,Gschwind_Benedikt_1962_10_20,,Schweiz. Paritätische Berufskommission Holzbau,,,,,,
18350_BINDUNG_2,18350,Gschwind_Benedikt_1962_10_20,,Schweiz. Paritätische Kommission Personalverleih,,,,,,
18350_BINDUNG_4,18350,Gschwind_Benedikt_1962_10_20,,Bahnhofreisebüro Wipkingen AG,,,,,,
18350_BINDUNG_5,18350,Gschwind_Benedikt_1962_10_20,,Vereinigung kantonalzürcherischer Angestelltenverbände VKZA,,,,,,
18355_BINDUNG_1,18355,Ackermann_Pia_1988_02_11,,,,,,,,
18357_BINDUNG_1,18357,Agosti_Monn_Theres_1961_05_13,,ZVS BirdLife Zürich,,1,2016,,,
18360_BINDUNG_3,18360,Alder_Ronald_1969__,,Zweckverband Spital Affoltern a. A.,,12,2015,,,
18360_BINDUNG_4,18360,Alder_Ronald_1969__,Polit. Amt,Gemeinderat Ottenbach,,12,2015,,,
18360_BINDUNG_2,18360,Alder_Ronald_1969__,,Zweckverband Sozialdienst Bezirk Affoltern,,12,2015,,,
18360_BINDUNG_1,18360,Alder_Ronald_1969__,,"Biogen Switzerland AG, Zug",,,2006,,,
18361_BINDUNG_1,18361,Egli_Heinrich___,,,,,,,,
18362_BINDUNG_1,18362,Frei_Johann_Georg___,,,,,,,,
18363_BINDUNG_1,18363,Furrer_Hans_Jakob___,,,,,,,,
18364_BINDUNG_1,18364,Götti_Rudolf___,,,,,,,,
18366_BINDUNG_1,18366,Gross_Johannes___,,,,,,,,
18368_BINDUNG_1,18368,Heusser_Jakob___,,,,,,,,
18369_BINDUNG_1,18369,Hofmann_Konrad___,,,,,,,,
18370_BINDUNG_1,18370,Honegger_Eduard___,Polit. Amt,Gemeinderat Wald,,,,,,
18371_BINDUNG_1,18371,Honegger_Kaspar___,,,,,,,,
18372_BINDUNG_1,18372,Honegger_Hans_Jakob___,,,,,,,,
18373_BINDUNG_1,18373,Honegger_Johannes___,,,,,,,,
18374_BINDUNG_1,18374,Jäggli_Jakob___,Polit. Amt,Gemeinderat Seen,,,,,,
18375_BINDUNG_1,18375,Jucker_Heinrich___,,,,,,,,
18377_BINDUNG_1,18377,Trüb_Heinrich___,,,,,,,,
18378_BINDUNG_1,18378,Senn_Jakob___,Polit. Amt,Gemeinderat Fischenthal,,,,10,10,1842
18379_BINDUNG_1,18379,Kägi_Heinrich___,,,,,,,,
18381_BINDUNG_1,18381,Keller_Heinrich___,,,,,,,,
18382_BINDUNG_1,18382,Keller_Jakob___,,,,,,,,
18383_BINDUNG_1,18383,Keller_Konrad___,,,,,,,,
18384_BINDUNG_1,18384,Kindlimann_Hans_Rudolf_1770__,,,,,,,,
18385_BINDUNG_1,18385,Kübler_Heinrich___,,,,,,,,
18388_BINDUNG_1,18388,Meyer_Jakob___,,,,,,,,
18389_BINDUNG_1,18389,Meyer_Johann_Heinrich___,,,,,,,,
18390_BINDUNG_1,18390,Müller_Ulrich_1797__,,,,,,,,
18391_BINDUNG_1,18391,Nägeli_Jakob___,,,,,,,,
18393_BINDUNG_1,18393,Ochsner_Hans_Ulrich_1801__,,,,,,,,
18394_BINDUNG_1,18394,Peter_Heinrich___,,,,,,,,
18396_BINDUNG_1,18396,Pfister_Hans_Heinrich___,,,,,,,,
18397_BINDUNG_1,18397,Pfister_Johannes___,,,,,,,,
18398_BINDUNG_1,18398,Schärrer_Heinrich___,,,,,,,,
18399_BINDUNG_1,18399,Scheller_Johann_1815_09_25,,,,,,,,
18401_BINDUNG_1,18401,Schneider_Eduard___,,,,,,,,
18402_BINDUNG_1,18402,Schneider_Johann_Jakob___,,,,,,,,
18404_BINDUNG_1,18404,Schwarz_Heinrich___,,,,,,,,
18405_BINDUNG_1,18405,Spillmann_Rudolf___,,,,,,,,
18406_BINDUNG_1,18406,Stahel_Eduard___,,,,,,,,
18407_BINDUNG_1,18407,Strehler_Heinrich___,,,,,,,,
18408_BINDUNG_1,18408,Ullmer_Rudolf_Eduard_1813_06_01,,,,,,,,
18409_BINDUNG_1,18409,Wettstein_Johannes___,,,,,,,,
18410_BINDUNG_1,18410,Würgler_Heinrich___,,,,,,,,
18416_BINDUNG_1,18416,Kramer_Gottlieb_1844__,Polit. Amt,Grosser Stadtrat Zürich,,,,,,
18417_BINDUNG_1,18417,Heusser_Johannes_1863__,,,,,,,,
18418_BINDUNG_1,18418,Pflüger_Paul_B._1865_01_03,Polit. Amt,Stadtrat Zürich,,,1910,,,1923
18418_BINDUNG_2,18418,Pflüger_Paul_B._1865_01_03,Polit. Amt,Nationalrat,4,12,1911,2,12,1917
18419_BINDUNG_1,18419,Seidel_Robert_1850_11_23,Polit. Amt,Grosser Stadtrat Zürich,,,1898,,,1916
18419_BINDUNG_2,18419,Seidel_Robert_1850_11_23,Polit. Amt,Nationalrat,4,12,1911,2,12,1917
18419_BINDUNG_3,18419,Seidel_Robert_1850_11_23,Polit. Amt,Grosser Stadtrat Zürich,,,1919,,,1921
18420_BINDUNG_1,18420,Bretscher_Hans_Georg___,,,,,,,,
18421_BINDUNG_1,18421,Steiner_Heinrich_1870__,,,,,,,,
18422_BINDUNG_1,18422,Uhlmann_Jakob_1895_05_01,Polit. Amt,Nationalrat,6,12,1943,2,12,1951
18422_BINDUNG_2,18422,Uhlmann_Jakob_1895_05_01,Polit. Amt,Nationalrat,7,12,1953,4,12,1955
18425_BINDUNG_1,18425,Hardmeier_Emil_1870_10_23,Polit. Amt,Nationalrat,3,12,1917,7,11,1935
18426_BINDUNG_1,18426,Huber_Max_1874_12_28,,,,,,,,
18428_BINDUNG_1,18428,Furrer_Emil_1876_02_18,Polit. Amt,Nationalrat,4,12,1939,1,12,1963
18433_BINDUNG_1,18433,Tremp_Johanna_1946_05_27,Polit. Amt,Gemeinderat Zürich,,,1990,,,1999
18433_BINDUNG_2,18433,Tremp_Johanna_1946_05_27,Polit. Amt,Gemeinderat Zürich,,2,1996,,,1997
18435_BINDUNG_1,18435,Spieler_Willy_1937_08_06,Polit. Amt,Gemeinderat Küsnacht,,,1982,,,1990
18437_BINDUNG_1,18437,Oester_Hans_1931_05_19,Polit. Amt,Gemeinderat Zürich,,,1962,,,1970
18437_BINDUNG_2,18437,Oester_Hans_1931_05_19,Polit. Amt,Nationalrat,27,2,1978,28,2,1990
18439_BINDUNG_1,18439,Reich_Richard_1927_09_04,Polit. Amt,Gemeinderat Diemtigen,,,1961,,,1964
18439_BINDUNG_2,18439,Reich_Richard_1927_09_04,Polit. Amt,Nationalrat,31,1,1983,20,2,1991
18445_BINDUNG_3,18445,Ketterer_Karl_1911_07_01,Polit. Amt,Stadtrat Winterthur,,,1968,,,1970
18445_BINDUNG_1,18445,Ketterer_Karl_1911_07_01,Polit. Amt,Gemeinderat Winterthur,,,1942,,,1957
18445_BINDUNG_2,18445,Ketterer_Karl_1911_07_01,Polit. Amt,Nationalrat,7,6,1966,30,10,1975
18449_BINDUNG_1,18449,Zimmermann_Ewald_1893_02_03,,,,,,,,
18450_BINDUNG_1,18450,Moser_Ernst_1892_03_14,Polit. Amt,Nationalrat,17,6,1930,30,10,1947
18452_BINDUNG_1,18452,Baldesberger_Josef_1889_02_01,,,,,,,,
18454_BINDUNG_1,18454,Weber_Heinrich_1886_10_02,,,,,,,,
18456_BINDUNG_1,18456,Traber_Alfred_1884_03_29,Polit. Amt,Grosser Stadtrat Zürich,,,1916,,,1919
18456_BINDUNG_2,18456,Traber_Alfred_1884_03_29,Polit. Amt,Stadtrat Zürich,,,1919,,,1922
18456_BINDUNG_4,18456,Traber_Alfred_1884_03_29,Polit. Amt,Gemeinderat Zürich,,,1934,,,1950
18456_BINDUNG_3,18456,Traber_Alfred_1884_03_29,Polit. Amt,Grosser Stadtrat Zürich,,,1925,,,1933
18459_BINDUNG_1,18459,Bosshart_Eduard_1901_05_01,,,,,,,,
18461_BINDUNG_1,18461,Gschwend_Jakob_1882_07_12,Polit. Amt,Grosser Stadtrat Zürich,,,1907,,,1922
18461_BINDUNG_2,18461,Gschwend_Jakob_1882_07_12,Polit. Amt,Stadtrat Zürich,,,1922,,,1942
18462_BINDUNG_1,18462,Hatt-Haller_Heinrich_1878_05_01,Polit. Amt,Grosser Stadtrat Zürich,,,1913,,,1933
18462_BINDUNG_2,18462,Hatt-Haller_Heinrich_1878_05_01,Polit. Amt,Gemeinderat Zürich,,,1934,,,1938
18466_BINDUNG_2,18466,Odinga_Theodor_1866_11_01,Polit. Amt,Nationalrat,3,6,1912,29,3,1931
18466_BINDUNG_1,18466,Odinga_Theodor_1866_11_01,Polit. Amt,Gemeinderat Horgen,,,1907,,,1913
18468_BINDUNG_1,18468,Schäubli_Eduard_1866_03_02,Polit. Amt,Gemeinderat Bassersdorf,,,1905,,,1915
18468_BINDUNG_2,18468,Schäubli_Eduard_1866_03_02,Polit. Amt,Nationalrat,1,12,1919,3,12,1922
18469_BINDUNG_1,18469,Huber_Oskar_1864_06_27,Polit. Amt,Stadtrat Winterthur,,,1898,,,1921
18469_BINDUNG_2,18469,Huber_Oskar_1864_06_27,Polit. Amt,Grosser Gemeinderat Winterthur,,,1921,,,1925
18470_BINDUNG_4,18470,Lang_Otto_1863_07_15,Polit. Amt,Gemeinderat Zürich,,,1934,,,1936
18470_BINDUNG_3,18470,Lang_Otto_1863_07_15,Polit. Amt,Grosser Stadtrat Zürich,,,1926,,,1934
18470_BINDUNG_1,18470,Lang_Otto_1863_07_15,Polit. Amt,Grosser Stadtrat Zürich,,,1890,,,1915
18470_BINDUNG_2,18470,Lang_Otto_1863_07_15,Polit. Amt,Stadtrat Zürich,,,1915,,,1920
18473_BINDUNG_1,18473,Vetter_Theodor_1853_06_28,,,,,,,,
18476_BINDUNG_1,18476,Meier_Fritz_1914_08_05,Polit. Amt,Nationalrat,19,9,1977,24,11,1991
18482_BINDUNG_1,18482,Gasser_Adolf_1877_10_23,Polit. Amt,Grosser Stadtrat Winterthur,,,1913,,,1919
18482_BINDUNG_2,18482,Gasser_Adolf_1877_10_23,Polit. Amt,Nationalrat,3,12,1928,1,12,1935
18483_BINDUNG_2,18483,Studer_Fritz_1873_06_26,Polit. Amt,Nationalrat,10,12,1902,3,12,1905
18483_BINDUNG_1,18483,Studer_Fritz_1873_06_26,Polit. Amt,Grosser Stadtrat Zürich,,,1898,,,1907
18483_BINDUNG_3,18483,Studer_Fritz_1873_06_26,Polit. Amt,Stadtrat Winterthur,,,1907,,,1920
18483_BINDUNG_4,18483,Studer_Fritz_1873_06_26,Polit. Amt,Nationalrat,7,12,1908,1,6,1920
18484_BINDUNG_1,18484,Huggler_August_1877_04_13,Polit. Amt,Nationalrat,3,12,1917,3,12,1939
18484_BINDUNG_2,18484,Huggler_August_1877_04_13,Polit. Amt,Stadtrat Bern,,,1940,,,1943
18485_BINDUNG_1,18485,Kaufmann_Bernhard_1873_12_06,Polit. Amt,Grosser Stadtrat Winterthur,,,1904,,,1908
18485_BINDUNG_2,18485,Kaufmann_Bernhard_1873_12_06,Polit. Amt,Stadtrat Zürich,,,1923,,,1938
18487_BINDUNG_1,18487,Sing_Otto_1870_05_06,Polit. Amt,Stadtrat Zürich,,,1932,15,2,1935
18488_BINDUNG_1,18488,Pfau_Jakob_1846_02_01,,,,,,,,
18490_BINDUNG_1,18490,Farner_Alfred_1851_03_17,,,,,,,,
18492_BINDUNG_1,18492,Reiff-Huber_Johann_Jakob_1814__,,,,,,,,
18493_BINDUNG_1,18493,Saxer_Johann_Jakob___,,,,,,,,
18494_BINDUNG_1,18494,Pfau_Matthäus_1820_01_13,Polit. Amt,Stadtrat Winterthur,,,1857,,,1864
18495_BINDUNG_1,18495,Henggeler_Wolfgang_1814_03_21,Polit. Amt,Kantonsrat Zug,,,1839,,,1841
18495_BINDUNG_2,18495,Henggeler_Wolfgang_1814_03_21,Polit. Amt,Kantonsrat Zug,,,1843,,,1845
18495_BINDUNG_3,18495,Henggeler_Wolfgang_1814_03_21,Polit. Amt,Landrat Zug,,,1846,,,1847
18495_BINDUNG_4,18495,Henggeler_Wolfgang_1814_03_21,Polit. Amt,Kantonsrat Zug,,,1848,,,1874
18495_BINDUNG_5,18495,Henggeler_Wolfgang_1814_03_21,Polit. Amt,Nationalrat,1,6,1860,1,10,1867
18495_BINDUNG_6,18495,Henggeler_Wolfgang_1814_03_21,Polit. Amt,Kantonsrat Zug,,,1874,,,1877
18497_BINDUNG_1,18497,Stiefel_Johann_Jakob_1802__,,,,,,,,
18500_BINDUNG_1,18500,Vögeli_Johannes_1773_04_17,,,,,,,,
